"FacName","FacStreet","FacCity","FacState","RegistryID","lat","lon","FacSNCFlg","FacQtrsWithNC","FacInspectionCount","Over80CountUs","FacFormalActionCount","FacMapFlg","DFR URL","id","RAW_D_MINOR","RAW_D_INCOME","RAW_D_LESSHS","RAW_D_LING","RAW_D_UNDER5","RAW_D_OVER64","RAW_D_UNEMPLOYED","RAW_D_INDEX","RAW_E_LEAD","RAW_E_DIESEL","RAW_E_CANCER","RAW_E_RESP","RAW_E_TRAFFIC","RAW_E_NPDES","RAW_E_NPL","RAW_E_RMP","RAW_E_TSDF","RAW_E_O3","RAW_E_PM25","RAW_E_UST","S_D_MINOR","S_D_INCOME","S_D_LESSHS","S_D_LING","S_D_UNDER5","S_D_OVER64","S_D_UNEMPLOYED","S_D_INDEX","S_E_LEAD","S_E_DIESEL","S_E_CANCER","S_E_RESP","S_E_TRAFFIC","S_E_NPDES","S_E_NPL","S_E_RMP","S_E_TSDF","S_E_O3","S_E_PM25","S_E_UST","S_D_MINOR_PER","S_D_INCOME_PER","S_D_LESSHS_PER","S_D_LING_PER","S_D_UNDER5_PER","S_D_OVER64_PER","S_D_UNEMPLOYED_PER","S_D_INDEX_PER","S_E_LEAD_PER","S_E_DIESEL_PER","S_E_CANCER_PER","S_E_RESP_PER","S_E_TRAFFIC_PER","S_E_NPDES_PER","S_E_NPL_PER","S_E_RMP_PER","S_E_TSDF_PER","S_E_O3_PER","S_E_PM25_PER","S_E_UST_PER","S_P_LEAD","S_P_DIESEL","S_P_CANCER","S_P_RESP","S_P_TRAFFIC","S_P_NPDES","S_P_NPL","S_P_RMP","S_P_TSDF","S_P_O3","S_P_PM25","S_P_UST","R_D_MINOR","R_D_INCOME","R_D_LESSHS","R_D_LING","R_D_UNDER5","R_D_OVER64","R_D_UNEMPLOYED","R_D_INDEX","R_E_LEAD","R_E_DIESEL","R_E_CANCER","R_E_RESP","R_E_TRAFFIC","R_E_NPDES","R_E_NPL","R_E_RMP","R_E_TSDF","R_E_O3","R_E_PM25","R_E_UST","R_D_MINOR_PER","R_D_INCOME_PER","R_D_LESSHS_PER","R_D_LING_PER","R_D_UNDER5_PER","R_D_OVER64_PER","R_D_UNEMPLOYED_PER","R_D_INDEX_PER","R_E_LEAD_PER","R_E_DIESEL_PER","R_E_CANCER_PER","R_E_RESP_PER","R_E_TRAFFIC_PER","R_E_NPDES_PER","R_E_NPL_PER","R_E_RMP_PER","R_E_TSDF_PER","R_E_O3_PER","R_E_PM25_PER","R_E_UST_PER","R_P_LEAD","R_P_DIESEL","R_P_CANCER","R_P_RESP","R_P_TRAFFIC","R_P_NPDES","R_P_NPL","R_P_RMP","R_P_TSDF","R_P_O3","R_P_PM25","R_P_UST","N_D_MINOR","N_D_INCOME","N_D_LESSHS","N_D_LING","N_D_UNDER5","N_D_OVER64","N_D_UNEMPLOYED","N_D_INDEX","N_E_LEAD","N_E_DIESEL","N_E_CANCER","N_E_RESP","N_E_TRAFFIC","N_E_NPDES","N_E_NPL","N_E_RMP","N_E_TSDF","N_E_O3","N_E_PM25","N_E_UST","N_D_MINOR_PER","N_D_INCOME_PER","N_D_LESSHS_PER","N_D_LING_PER","N_D_UNDER5_PER","N_D_OVER64_PER","N_D_UNEMPLOYED_PER","N_D_INDEX_PER","N_E_LEAD_PER","N_E_DIESEL_PER","N_E_CANCER_PER","N_E_RESP_PER","N_E_TRAFFIC_PER","N_E_NPDES_PER","N_E_NPL_PER","N_E_RMP_PER","N_E_TSDF_PER","N_E_O3_PER","N_E_PM25_PER","N_E_UST_PER","N_P_LEAD","N_P_DIESEL","N_P_CANCER","N_P_RESP","N_P_TRAFFIC","N_P_NPDES","N_P_NPL","N_P_RMP","N_P_TSDF","N_P_O3","N_P_PM25","N_P_UST","stateAbbr","stateName","epaRegion","totalPop","NUM_NPL","NUM_TSDF","statLayerCount","statLayerZeroPopCount","weightLayerCount","timeSeconds","distance","unit","statlevel","inputAreaMiles","lon","lat","pdfurl"
"DOLCO PACKAGING","1121 S COLUMBIA ST","WENATCHEE","WA",110000546632,47.41057,-120.298434,"Y",12,5,3,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000546632",61,41,37,20,6,7,15,4,39,0.33,0.129,34,0.6,590,2e-09,0.013,1.8,0.59,39.9,8.48,2,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,72,76,90,76,65,54,51,78,74,17,65,87,70,NA,2,91,42,79,81,54,87,77,79,81,87,69,74,90,76,81,80,83,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,77,71,89,81,66,52,49,79,75,25,72,91,74,NA,11,90,51,69,63,58,89,79,81,83,89,73,77,91,80,82,82,85,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,58,65,80,74,66,51,50,62,65,20,89,98,72,NA,8,89,46,31,46,58,76,63,65,68,78,60,60,79,64,65,65,74,"WA","WASHINGTON",10,50296,0,1,43,0,943,0.520915,2.5,9035,"blockgroup",19.63,-120.298434,47.41057,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-120.298434,""y"":47.41057}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"DOLCO PACKAGING - DECATUR","2110 PATTERSON ST","DECATUR","IN",110000544251,40.825,-84.947778,"Y",11,23,0,2,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000544251",62,10,39,10,0,8,16,4,24,0.44,0.193,20,0.2,590,9.3e-06,0.034,1.2,4.2,44.2,8.89,2.9,21,32,11,2,6,15,5,26,0.34,0.28,23,0.3,540,0.34,0.17,0.82,1.6,44.1,9.2,2.8,43,67,57,65,74,58,50,59,70,27,67,16,74,20,19,78,91,57,34,69,42,63,62,66,36,58,65,29,18,61,61,35,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,38,71,66,60,76,54,49,58,64,35,60,26,72,16,25,77,88,47,44,62,42,56,61,63,32,61,60,26,16,58,58,37,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,20,67,56,45,74,58,44,40,74,37,32,14,72,17,30,80,85,68,58,66,23,41,47,49,23,48,44,17,11,43,43,26,"IN","INDIANA",5,10626,0,6,13,0,439,0.3539349,2.5,9035,"blockgroup",19.63,-84.947778,40.825,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-84.947778,""y"":40.825}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"DOW CHEMICAL LA PORTE SITE","550 BATTLEGROUND ROAD","LA PORTE","TX",110000463686,29.711811,-95.082657,"Y",12,54,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000463686",63,37,20,8,0,6,10,4,29,0.094,0.392,84,0.5,170,0.025,0.21,12,9.5,35,9.83,2.3,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,28,32,36,28,44,46,53,27,63,94,99,99,43,84,92,99,99,20,59,64,22,6,4,10,19,9,2,0,0,18,15,6,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,37,28,35,38,47,38,52,31,57,92,99,97,47,83,93,99,99,15,65,68,27,6,4,11,19,9,2,0,0,19,15,6,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,55,36,45,46,56,28,52,47,38,77,99,95,44,76,86,99,95,12,81,61,48,11,3,13,31,17,7,0,1,29,19,14,"TX","TEXAS",6,14592,1,29,10,0,330,0.4199319,2.5,9035,"blockgroup",19.63,-95.082657,29.711811,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-95.082657,""y"":29.711811}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"DRAGON PRODUCTS SAN ANGELO","6738 SIDEVIEW HWY 87 N","SAN ANGELO","TX",110006134575,31.543611,-100.493333,"Y",12,32,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110006134575",64,29,26,9,1,7,18,3,27,0.087,0.0625,25,0.2,57,9.4e-05,0.0062,0.14,0.099,42.8,7.7,0.18,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,20,41,40,30,49,81,38,25,62,5,48,6,20,22,2,15,19,68,7,20,18,35,31,33,30,32,36,32,31,29,31,29,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,28,37,40,40,52,77,38,28,56,4,46,7,24,25,1,21,22,64,9,24,23,38,34,36,32,34,39,34,34,32,34,31,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,47,46,50,48,61,68,38,45,37,4,56,14,24,31,1,24,16,56,26,26,44,54,48,52,47,44,56,49,51,47,49,43,"TX","TEXAS",6,1552,0,0,5,0,76,0.2569731,2.5,9035,"blockgroup",19.63,-100.493333,31.543611,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-100.493333,""y"":31.543611}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"E I DUPONT DE NEMOURS- WASHINGTON WORKS","8480 DUPONT RD","WASHINGTON","WV",110000586081,39.271944,-81.661667,"Y",12,265,0,3,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000586081",65,3,25,12,0,3,23,3,14,0.21,0.139,30,0.4,130,4.1,0.091,1.4,0.87,40.9,8.37,0.71,8,38,13,0,5,19,7,23,0.34,0.128,28,0.33,220,2.3,0.084,0.45,0.74,39.8,7.64,1.7,39,24,51,88,29,74,34,19,36,65,91,94,60,91,81,90,79,83,83,62,36,18,18,13,23,4,13,3,10,19,16,24,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,11,54,68,55,23,81,39,23,43,19,85,95,35,94,54,86,56,36,52,45,36,41,27,21,36,2,26,5,20,29,27,29,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,6,45,61,45,22,83,38,16,54,23,83,81,38,96,63,83,53,37,43,40,22,32,19,17,29,1,17,5,18,24,23,26,"WV","WEST VIRGINIA",3,5098,0,3,9,0,330,0.3709459,2.5,9035,"blockgroup",19.63,-81.661667,39.271944,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-81.661667,""y"":39.271944}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"EBONITE INTERNATIONAL","1813 W. 7TH ST.","HOPKINSVILLE","KY",110000380613,36.87909,-87.50969,"Y",9,20,2,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000380613",66,44,53,18,1,7,16,9,49,0.31,0.225,30,0.4,320,0.0095,0.015,2.4,0.15,42.4,8.62,2.6,15,37,14,1,6,16,6,26,0.23,0.226,29,0.36,380,1.3,0.039,0.67,0.77,42.4,8.9,1.1,91,76,71,76,67,51,79,91,76,57,99,95,69,73,30,93,41,49,34,85,93,91,92,92,91,94,88,95,86,92,92,95,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,62,80,75,56,69,54,79,72,85,49,82,78,68,80,21,95,39,79,68,67,87,72,70,71,78,90,64,90,68,72,71,79,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,61,83,76,49,67,57,81,72,64,45,83,81,58,68,11,92,24,51,50,64,82,73,73,73,76,84,64,89,65,73,73,79,"KY","KENTUCKY",4,19338,0,0,22,0,673,0.4089503,2.5,9035,"blockgroup",19.63,-87.50969,36.87909,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-87.50969,""y"":36.87909}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ELKHART PLASTICS","6111 S 6TH WAY","RIDGEFIELD","WA",110043580069,45.809302,-122.685721,"Y",12,1,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110043580069",67,12,11,3,4,7,14,3,12,0.12,0.236,30,0.4,56,2e-06,0.062,0.12,0.33,34.3,7.39,0.32,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,17,22,29,68,58,50,32,10,48,38,47,31,23,24,36,26,33,51,29,33,12,1,1,1,49,37,10,16,20,1,1,39,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,21,17,27,73,59,48,31,9,48,44,58,42,24,20,50,28,43,36,25,37,12,3,2,3,50,47,7,20,18,3,3,38,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,23,17,21,67,59,47,32,11,42,48,83,81,24,11,50,20,38,9,18,31,14,2,1,1,38,47,6,16,14,3,2,31,"WA","WASHINGTON",10,8747,0,1,6,0,144,0.256975,2.5,9035,"blockgroup",19.63,-122.685721,45.809302,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.685721,""y"":45.809302}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ENGINEERED PLASTIC COMPONETS","300 SHELHOUSE ROAD","RANTOUL","IL",110000498998,40.314129,-88.198935,"Y",12,2,0,2,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000498998",68,38,37,6,4,4,17,7,38,0.49,0.169,20,0.2,190,0.0046,0.34,0.41,0.54,45.1,8.88,3.7,39,28,11,4,6,15,6,34,0.4,0.407,29,0.38,760,36,0.095,1.2,2.7,45.3,9.96,8,58,69,42,65,34,62,68,64,59,16,29,5,36,38,96,37,24,40,3,50,76,67,69,68,57,76,93,66,65,72,71,70,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,76,68,44,80,34,57,74,75,68,28,60,26,45,58,93,51,40,73,43,67,85,79,81,80,66,86,94,78,77,82,82,82,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,56,64,36,66,34,61,71,60,77,31,32,14,47,63,92,55,45,76,57,71,83,66,66,64,51,80,86,66,67,70,69,74,"IL","ILLINOIS",5,3102,0,2,9,0,263,0.3539244,2.5,9035,"blockgroup",19.63,-88.198935,40.314129,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-88.198935,""y"":40.314129}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ERSHIGS","742 MARINE DR","BELLINGHAM","WA",110000490022,48.768895,-122.519272,"Y",12,28,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000490022",69,23,38,7,2,5,15,5,31,0.4,0.334,31,0.43,710,5.7e-06,0.57,2.1,4.1,31.4,6.32,14,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,43,78,51,58,46,56,60,64,79,53,52,44,74,37,92,93,84,18,8,87,9,46,62,63,38,41,4,10,15,61,62,14,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,50,73,49,64,46,54,58,65,80,58,62,53,78,29,95,92,88,12,7,91,9,43,60,61,38,50,3,13,14,63,63,12,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,40,66,39,59,47,52,58,51,71,69,85,85,76,15,95,91,84,4,6,93,11,32,47,45,30,49,2,11,11,51,51,7,"WA","WASHINGTON",10,31258,1,6,19,0,659,0.4609552,2.5,9035,"blockgroup",19.63,-122.519272,48.768895,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.519272,""y"":48.768895}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"ESSEL PROPACK   AMERICA, LLC","187 CANE CREEK BLVD.","DANVILLE","VA",110043308907,36.57525,-79.31195,"Y",3,2,3,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110043308907",70,31,52,18,0,6,23,4,42,0.24,0.144,30,0.34,110,0.043,0.11,0.72,1.2,40.4,7.92,0.79,38,25,10,3,6,15,5,32,0.21,0.238,31,0.36,660,6.2,0.11,0.38,0.65,40.1,7.55,1.8,45,90,81,53,52,83,58,75,69,25,84,63,37,95,73,84,84,55,63,49,80,71,72,72,73,98,76,84,83,72,72,77,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,58,88,83,56,56,81,54,75,47,20,85,70,33,83,60,73,63,28,34,46,77,72,73,74,73,94,75,81,78,73,73,78,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,49,82,75,45,52,83,51,65,58,24,83,62,36,79,68,68,59,34,31,42,71,63,64,64,66,88,69,72,71,64,64,69,"VA","VIRGINIA",3,3409,0,2,6,1,204,0.440916,2.5,9035,"blockgroup",19.63,-79.31195,36.57525,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-79.31195,""y"":36.57525}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"EXXONMOBIL BAYTOWN CHEMICAL PLANT","5000 BAYWAY DRIVE P.O. BOX 4004","BAYTOWN","TX",110000463178,29.73934,-95.022404,"Y",12,168,10,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000463178",71,76,42,33,13,7,13,9,59,0.42,0.453,65,0.54,690,0.056,0.17,5,2.6,36.1,9.77,2,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,65,64,83,77,50,63,84,67,87,97,98,99,81,89,89,98,94,25,54,61,86,70,72,64,74,87,69,89,85,54,56,61,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,72,62,87,83,53,56,83,71,87,95,98,98,83,89,90,98,92,20,61,65,88,75,78,70,79,88,75,92,87,60,63,68,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,80,71,92,86,62,45,82,81,73,83,99,96,75,81,82,98,76,15,79,59,87,79,86,79,83,89,79,95,83,73,76,75,"TX","TEXAS",6,9606,0,6,18,0,868,0.401923,2.5,9035,"blockgroup",19.63,-95.022404,29.73934,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-95.022404,""y"":29.73934}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"F G PRODUCTS,  INC","3000 PIONEER AVE","RICE LAKE","WI",110000422917,45.46992,-91.74205,"Y",3,17,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000422917",72,5,32,6,0,6,21,1,18,0.27,0.101,20,0.2,250,3.5e-06,0.016,0.71,1.6,36.5,6.74,1.7,19,27,8,2,6,16,4,23,0.36,0.185,20,0.24,560,0.31,0.12,0.89,1.6,41.6,7.83,2.7,26,67,50,61,54,77,23,54,45,22,98,57,51,15,3,62,64,3,10,63,53,56,45,51,38,66,72,24,23,51,51,31,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,21,61,44,59,51,77,17,43,45,8,60,26,51,12,5,63,64,2,4,53,42,55,43,48,32,63,61,19,20,44,47,32,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,10,57,37,45,50,78,15,27,60,12,32,14,52,14,12,67,65,16,9,56,23,41,35,39,23,50,45,12,14,32,34,22,"WI","WISCONSIN",5,7631,0,2,13,0,343,0.3539473,2.5,9035,"blockgroup",19.63,-91.74205,45.46992,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-91.74205,""y"":45.46992}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"FERGUSON INDUSTRIAL PLASTICS","740 S 28TH ST","WASHOUGAL","WA",110015530521,45.573056,-122.335,"Y",12,1,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110015530521",73,15,20,6,1,6,15,4,18,0.2,0.187,33,0.51,230,0.032,0.18,1.6,1.2,37.8,7.37,2.4,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,24,45,51,46,55,57,46,26,61,29,59,72,47,98,72,89,56,77,29,57,25,33,21,16,31,0,11,2,19,14,18,22,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,29,38,47,51,55,55,44,26,61,35,67,77,52,94,82,88,64,64,25,62,26,32,21,17,31,3,8,4,18,19,23,21,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,28,36,38,48,56,54,45,25,53,35,87,95,51,77,83,86,60,20,18,63,25,23,13,8,24,10,7,3,14,21,21,15,"WA","WASHINGTON",10,15417,0,2,14,0,352,0.2799537,2.5,9035,"blockgroup",19.63,-122.335,45.573056,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.335,""y"":45.573056}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"FIBERGLASS INNOVATIONS","440 BLACKHAWK PARK AVE","ROCKFORD","IL",110000747229,42.246081,-89.092342,"Y",9,3,5,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000747229",74,56,60,24,5,8,11,14,58,0.67,0.215,20,0.3,620,35,0.83,3.8,5.2,44.2,9.4,11,39,28,11,4,6,15,6,34,0.4,0.407,29,0.38,760,36,0.095,1.2,2.7,45.3,9.96,8,71,90,87,71,75,37,90,81,75,25,29,43,69,98,98,94,86,10,25,74,80,70,72,73,80,99,98,91,86,76,75,82,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,84,90,91,84,76,31,92,88,80,42,60,79,73,99,97,97,92,47,65,86,89,82,83,85,86,99,98,96,92,85,85,91,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,69,89,84,71,74,35,92,81,86,43,32,47,73,98,97,97,88,68,72,90,87,71,69,70,79,98,96,93,87,74,74,88,"IL","ILLINOIS",5,52895,2,10,83,0,2050,0.8308775,2.5,9035,"blockgroup",19.63,-89.092342,42.246081,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-89.092342,""y"":42.246081}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"FIBREX CORP","401 E SHARON AVE","BURLINGTON","WA",110015557093,48.463917,-122.327423,"Y",12,1,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110015557093",75,42,37,16,6,6,16,6,39,0.23,0.24,30,0.4,790,0.00011,0.035,1.3,0.58,30.3,6.4,5.9,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,72,76,85,79,55,60,71,78,65,38,47,31,77,67,21,85,41,7,9,71,61,77,74,74,85,28,74,88,76,74,74,88,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,78,71,85,83,55,57,69,79,65,44,58,42,80,52,36,84,51,5,8,77,63,79,76,76,87,40,77,89,80,76,76,90,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,59,65,73,76,56,56,68,63,56,49,83,81,78,31,31,82,46,2,6,81,49,63,60,60,76,44,60,77,63,60,60,82,"WA","WASHINGTON",10,24352,0,1,19,0,474,0.410936,2.5,9035,"blockgroup",19.63,-122.327423,48.463917,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.327423,""y"":48.463917}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"FICOSA NORTH AMERICA CORPORATION","917 LIECHTY RD","BERNE","IN",110041982904,40.666611,-84.94475,"Y",12,20,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110041982904",76,6,38,14,3,9,16,6,22,0.4,0.161,20,0.2,290,0.0034,0.021,0.74,0.57,44.1,8.95,1.2,21,32,11,2,6,15,5,26,0.34,0.28,23,0.3,540,0.34,0.17,0.82,1.6,44.1,9.2,2.8,32,67,70,80,83,59,69,55,66,14,67,16,54,52,4,65,40,49,40,53,34,63,58,62,44,29,68,33,47,55,56,33,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,27,71,77,76,85,55,67,54,59,26,60,26,54,55,11,64,41,44,46,46,34,56,56,59,41,28,63,29,44,52,52,35,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,13,66,67,61,83,59,63,36,71,29,32,14,55,60,18,69,46,67,59,48,19,41,44,47,30,19,47,19,32,39,38,24,"IN","INDIANA",5,5482,0,1,8,0,284,0.3079392,2.5,9035,"blockgroup",19.63,-84.94475,40.666611,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-84.94475,""y"":40.666611}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"FLUKE CORP PLASTICS","1520 75TH ST SW","EVERETT","WA",110005352279,47.930416,-122.24868,"Y",12,1,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110005352279",77,41,31,13,8,7,11,5,36,0.16,0.483,39,0.49,970,0.00012,0.026,0.45,4.7,31.6,7.53,11,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,71,68,79,83,58,38,55,73,55,75,88,68,82,68,14,62,86,22,38,83,45,78,76,75,87,31,74,57,89,75,75,89,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,77,62,78,86,59,36,54,74,55,77,91,73,84,53,28,61,90,14,30,88,47,81,78,77,89,42,76,56,92,76,76,92,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,58,56,65,79,59,36,53,58,48,86,96,94,82,32,23,57,87,4,21,91,38,65,62,62,79,45,60,46,80,60,61,85,"WA","WASHINGTON",10,73847,0,10,57,1,657,0.3769383,2.5,9035,"blockgroup",19.63,-122.24868,47.930416,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.24868,""y"":47.930416}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
