"id","EJScreenPDF","EJScreenMAP","siteid","sitename","lon","lat","pctmin","pctlowinc","pctlths","pctlingiso","pctunder5","pctover64","pctunemployed","VSI.eo","pctpre1960","dpm","cancer","resp","traffic.score","proximity.npdes","proximity.npl","proximity.rmp","proximity.tsdf","o3","pm","ust","state.avg.pctmin","state.avg.pctlowinc","state.avg.pctlths","state.avg.pctlingiso","state.avg.pctunder5","state.avg.pctover64","state.avg.unemployed","state.avg.VSI.eo","state.avg.pctpre1960","state.avg.dpm","state.avg.cancer","state.avg.resp","state.avg.traffic.score","state.avg.proximity.npdes","state.avg.proximity.npl","state.avg.proximity.rmp","state.avg.proximity.tsdf","state.avg.o3","state.avg.pm","state.avg.ust","state.pctile.pctmin","state.pctile.pctlowinc","state.pctile.pctlths","state.pctile.pctlingiso","state.pctile.pctunder5","state.pctile.pctover64","state.pctile.unemployed","state.pctile.VSI.eo","state.pctile.pctpre1960","state.pctile.dpm","state.pctile.cancer","state.pctile.resp","state.pctile.traffic.score","state.pctile.proximity.npdes","state.pctile.proximity.npl","state.pctile.proximity.rmp","state.pctile.proximity.tsdf","state.pctile.o3","state.pctile.pm","state.pctile.ust","state.pctile.EJ.DISPARITY.pctpre1960.eo","state.pctile.EJ.DISPARITY.dpm.eo","state.pctile.EJ.DISPARITY.cancer.eo","state.pctile.EJ.DISPARITY.resp.eo","state.pctile.EJ.DISPARITY.traffic.score.eo","state.pctile.EJ.DISPARITY.proximity.npdes.eo","state.pctile.EJ.DISPARITY.proximity.npl.eo","state.pctile.EJ.DISPARITY.proximity.rmp.eo","state.pctile.EJ.DISPARITY.proximity.tsdf.eo","state.pctile.EJ.DISPARITY.o3.eo","state.pctile.EJ.DISPARITY.pm.eo","state.pctile.ust","region.avg.pctmin","region.avg.pctlowinc","region.avg.pctlths","region.avg.pctlingiso","region.avg.pctunder5","region.avg.pctover64","region.avg.unemployed","region.avg.VSI.eo","region.avg.pctpre1960","region.avg.dpm","region.avg.cancer","region.avg.resp","region.avg.traffic.score","region.avg.proximity.npdes","region.avg.proximity.npl","region.avg.proximity.rmp","region.avg.proximity.tsdf","region.avg.o3","region.avg.pm","region.avg.ust","region.pctile.pctmin","region.pctile.pctlowinc","region.pctile.pctlths","region.pctile.pctlingiso","region.pctile.pctunder5","region.pctile.pctover64","region.pctile.unemployed","region.pctile.VSI.eo","region.pctile.pctpre1960","region.pctile.dpm","region.pctile.cancer","region.pctile.resp","region.pctile.traffic.score","region.pctile.proximity.npdes","region.pctile.proximity.npl","region.pctile.proximity.rmp","region.pctile.proximity.tsdf","region.pctile.o3","region.pctile.pm","region.pctile.ust","region.pctile.EJ.DISPARITY.pctpre1960.eo","region.pctile.EJ.DISPARITY.dpm.eo","region.pctile.EJ.DISPARITY.cancer.eo","region.pctile.EJ.DISPARITY.resp.eo","region.pctile.EJ.DISPARITY.traffic.score.eo","region.pctile.EJ.DISPARITY.proximity.npdes.eo","region.pctile.EJ.DISPARITY.proximity.npl.eo","region.pctile.EJ.DISPARITY.proximity.rmp.eo","region.pctile.EJ.DISPARITY.proximity.tsdf.eo","region.pctile.EJ.DISPARITY.o3.eo","region.pctile.EJ.DISPARITY.pm.eo","region.pctile.ust","us.avg.pctmin","us.avg.pctlowinc","us.avg.pctlths","us.avg.pctlingiso","us.avg.pctunder5","us.avg.pctover64","us.avg.unemployed","us.avg.VSI.eo","us.avg.pctpre1960","us.avg.dpm","us.avg.cancer","us.avg.resp","us.avg.traffic.score","us.avg.proximity.npdes","us.avg.proximity.npl","us.avg.proximity.rmp","us.avg.proximity.tsdf","us.avg.o3","us.avg.pm","us.avg.ust","pctile.pctmin","pctile.pctlowinc","pctile.pctlths","pctile.pctlingiso","pctile.pctunder5","pctile.pctover64","pctile.pctunemployed","pctile.VSI.eo","pctile.pctpre1960","pctile.dpm","pctile.cancer","pctile.resp","pctile.traffic.score","pctile.proximity.npdes","pctile.proximity.npl","pctile.proximity.rmp","pctile.proximity.tsdf","pctile.o3","pctile.pm","pctile.ust","pctile.EJ.DISPARITY.pctpre1960.eo","pctile.EJ.DISPARITY.dpm.eo","pctile.EJ.DISPARITY.cancer.eo","pctile.EJ.DISPARITY.resp.eo","pctile.EJ.DISPARITY.traffic.score.eo","pctile.EJ.DISPARITY.proximity.npdes.eo","pctile.EJ.DISPARITY.proximity.npl.eo","pctile.EJ.DISPARITY.proximity.rmp.eo","pctile.EJ.DISPARITY.proximity.tsdf.eo","pctile.EJ.DISPARITY.o3.eo","pctile.EJ.DISPARITY.pm.eo","pctile.ust","ST","statename","REGION","pop","NUM_NPL","NUM_TSDF","statLayerCount","statLayerZeroPopCount","weightLayerCount","timeSeconds","radius.miles","unit","statlevel","inputAreaMiles","lon.1","lat.1"
71,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-80.784062,%22y%22:32.4194875%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 71</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=32.4194875,-80.784062"", target=""_blank"">EJScreen Map 71</a>",71,"site 71",-80.784062,32.4194875,37,31,9,5,7,17,6,34,0.028,0.14,30,0.4,11,1.1e-05,0.15,0.093,0.14,33.3,7.5,0.071,36,35,12,1,6,17,6,36,0.14,0.211,31,0.42,52,0.47,0.092,0.45,1,37.3,7.74,2.6,58,45,43,91,71,60,60,53,31,29,85,75,27,21,88,18,18,18,32,15,44,50,50,50,48,48,35,52,52,51,50,48,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,55,45,43,79,70,61,61,52,32,25,82,78,11,26,87,17,35,18,21,16,43,49,48,48,49,45,25,50,47,49,49,46,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,54,55,49,72,68,64,64,55,21,23,83,81,8,18,79,13,22,7,21,21,49,52,51,50,53,51,34,54,52,54,53,45,"SC","SOUTH CAROLINA",4,1242,0,0,1,0,63,0.2729979,1,9035,"blockgroup",3.14,-80.784062,32.4194875
72,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-75.9869403,%22y%22:40.2835422%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 72</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=40.2835422,-75.9869403"", target=""_blank"">EJScreen Map 72</a>",72,"site 72",-75.9869403,40.2835422,14,20,7,1,5,14,5,17,0.38,0.228,30,0.3,170,0.0033,0.057,0.48,0.46,42,9.04,1.2,24,28,9,2,6,18,5,26,0.47,0.269,31,0.32,580,66,0.19,0.81,1.4,42.1,8.72,3.4,53,40,46,63,44,31,56,44,44,41,84,67,40,54,29,53,42,42,59,49,34,34,31,34,32,30,45,21,31,33,32,26,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,37,44,45,60,41,40,56,32,62,43,85,52,41,65,35,64,44,49,82,53,20,27,26,30,26,21,34,13,24,27,24,18,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,27,35,41,49,38,47,54,24,70,46,83,47,44,60,47,58,42,47,62,48,11,21,18,24,20,19,24,11,22,22,20,17,"PA","PENNSYLVANIA",3,4877,0,0,5,0,157,0.2740019,1,9035,"blockgroup",3.14,-75.9869403,40.2835422
73,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-80.7202538,%22y%22:35.2110499%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 73</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=35.2110499,-80.7202538"", target=""_blank"">EJScreen Map 73</a>",73,"site 73",-80.7202538,35.2110499,85,52,24,13,11,8,8,69,0.057,0.318,30,0.4,880,NA,0.093,0.15,1.1,45.3,8.58,10,37,34,12,2,6,16,6,36,0.16,0.182,29,0.37,350,0.25,0.082,0.39,0.83,41.7,7.74,3.4,93,81,86,96,90,18,73,92,36,93,95,94,89,NA,78,43,75,95,75,91,83,98,96,96,97,NA,95,84,93,96,96,97,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,88,79,85,92,90,17,73,89,44,70,82,78,87,NA,77,34,83,99,66,90,83,91,92,92,95,NA,92,78,95,96,94,96,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,86,82,84,87,89,21,75,88,30,66,83,81,80,NA,64,27,59,77,49,89,78,92,94,94,94,NA,90,77,86,95,93,97,"NC","NORTH CAROLINA",4,16498,0,0,10,0,61,0.290992,1,9035,"blockgroup",3.14,-80.7202538,35.2110499
74,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-79.635476,%22y%22:40.928506%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 74</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=40.928506,-79.635476"", target=""_blank"">EJScreen Map 74</a>",74,"site 74",-79.635476,40.928506,7,36,10,0,4,20,12,22,0.26,0.105,20,0.2,NA,0.00012,0.029,0.32,0.1,42.3,8.23,0.037,24,28,9,2,6,18,5,26,0.47,0.269,31,0.32,580,66,0.19,0.81,1.4,42.1,8.72,3.4,36,71,63,58,40,66,89,58,30,7,30,14,NA,27,9,43,10,49,26,18,57,65,60,63,NA,56,66,47,67,53,54,62,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,23,73,60,55,37,71,90,45,49,9,20,8,NA,38,12,55,14,54,47,20,37,55,52,54,NA,43,55,33,56,43,43,53,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,15,63,54,45,34,75,89,34,60,14,32,14,NA,32,26,50,16,51,39,19,22,44,40,44,NA,38,41,28,46,35,35,44,"PA","PENNSYLVANIA",3,143,0,0,1,0,9,0.2610275,1,9035,"blockgroup",3.14,-79.635476,40.928506
75,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-73.7413758,%22y%22:40.7984893%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 75</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=40.7984893,-73.7413758"", target=""_blank"">EJScreen Map 75</a>",75,"site 75",-73.7413758,40.7984893,22,20,8,12,8,21,4,21,0.7,0.58,30,0.4,200,0.18,0.73,0.09,0.51,43.6,8.4,0.17,44,30,13,8,6,16,5,37,0.55,0.646,29,0.39,870,3.9,0.23,0.5,6.2,41.6,7.9,8.1,38,38,42,75,77,75,45,35,62,55,66,60,34,84,93,14,19,88,57,23,22,19,32,29,29,10,5,44,40,36,34,39,49,32,13,14,6,16,6,41,0.46,0.558,29,0.37,840,2.3,0.28,0.62,4.9,41.8,8.03,9.3,32,40,43,70,78,74,42,33,70,62,76,69,35,88,90,14,25,90,55,25,19,20,32,30,29,7,7,42,37,38,37,38,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,39,35,46,86,76,76,46,32,88,92,83,81,47,87,97,13,44,63,44,26,9,16,36,35,29,7,3,48,32,40,40,41,"NY","NEW YORK",2,14975,0,0,22,0,297,0.3670059,1,9035,"blockgroup",3.14,-73.7413758,40.7984893
76,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-106.3126961,%22y%22:31.7661869%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 76</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=31.7661869,-106.3126961"", target=""_blank"">EJScreen Map 76</a>",76,"site 76",-106.3126961,31.7661869,88,39,12,12,6,17,5,63,0.042,0.218,80,0.3,650,NA,0.013,0.57,0.25,52.4,7.52,1.6,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,78,60,49,75,39,76,62,72,50,52,99,44,79,NA,11,54,47,97,4,54,65,69,90,63,79,NA,52,66,61,74,61,65,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,82,57,50,81,41,71,61,76,43,54,99,37,81,NA,12,59,46,93,8,58,67,74,92,69,83,NA,58,72,65,79,68,71,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,87,67,62,85,50,62,61,84,26,43,99,47,74,NA,9,63,34,89,21,54,72,78,96,79,86,NA,68,82,70,86,80,77,"TX","TEXAS",6,17440,0,0,20,0,254,0.3029855,1,9035,"blockgroup",3.14,-106.3126961,31.7661869
77,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-118.2562555,%22y%22:34.2379147%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 77</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=34.2379147,-118.2562555"", target=""_blank"">EJScreen Map 77</a>",77,"site 77",-118.2562555,34.2379147,39,15,7,9,4,18,3,27,0.69,0.207,30,0.39,1700,NA,0.12,0.17,0.75,60.2,10.6,1.7,63,31,17,9,6,14,6,47,0.29,0.33,31,0.43,1300,74,0.18,1.1,5.2,48.1,11.7,3.7,22,26,32,60,32,74,31,19,87,26,76,62,79,NA,64,16,14,82,30,47,7,23,23,24,11,NA,15,27,26,20,24,20,60,31,16,8,6,15,6,46,0.23,0.33,30,0.41,1300,59,0.15,1,4.4,49.6,10.8,3.3,26,25,34,65,32,72,32,21,90,28,75,65,81,NA,69,22,19,85,44,51,5,25,25,25,12,NA,16,28,27,23,26,21,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,57,25,40,81,35,65,41,44,88,40,83,78,90,NA,72,31,51,97,89,55,18,45,46,45,19,NA,31,48,32,43,45,38,"CA","CALIFORNIA",9,17300,0,0,24,1,233,0.2899766,1,9035,"blockgroup",3.14,-118.2562555,34.2379147
78,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-84.1696707,%22y%22:33.4484624%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 78</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=33.4484624,-84.1696707"", target=""_blank"">EJScreen Map 78</a>",78,"site 78",-84.1696707,33.4484624,83,42,8,0,9,7,8,62,0.0058,0.397,40,0.5,310,3e-08,0.011,0.67,0.86,40.6,9.13,3,47,34,13,3,6,14,6,41,0.13,0.294,36,0.46,520,0.079,0.037,0.63,0.42,39.4,8.94,2.1,82,66,38,52,80,19,76,80,20,74,95,91,65,NA,39,71,86,54,52,76,60,93,93,93,86,45,87,89,95,92,92,91,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,87,65,38,52,83,12,75,84,17,82,98,96,67,NA,10,72,78,62,84,70,65,94,97,96,88,55,77,92,94,96,96,89,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,84,71,45,45,81,15,77,84,12,77,97,95,57,NA,5,66,53,35,65,67,65,95,97,97,87,58,73,91,85,95,95,90,"GA","GEORGIA",4,10854,0,0,4,0,129,0.2910262,1,9035,"blockgroup",3.14,-84.1696707,33.4484624
79,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-74.0154373,%22y%22:40.802918%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 79</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=40.802918,-74.0154373"", target=""_blank"">EJScreen Map 79</a>",79,"site 79",-74.0154373,40.802918,84,36,23,23,6,15,7,60,0.52,1.24,39,0.52,870,0.034,0.52,0.78,7,41.9,9.33,46,45,23,10,7,6,16,6,34,0.4,0.511,29,0.38,860,0.22,0.44,0.76,3.3,42.1,8.32,15,83,77,88,91,55,53,68,83,61,93,98,97,73,74,73,71,84,35,98,91,84,93,89,88,85,86,85,84,89,85,86,92,49,32,13,14,6,16,6,41,0.46,0.558,29,0.37,840,2.3,0.28,0.62,4.9,41.8,8.03,9.3,72,64,80,81,56,47,64,72,53,85,98,85,72,70,85,76,77,45,99,97,80,90,83,84,81,83,91,81,86,82,84,95,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,85,63,84,94,50,51,69,82,78,98,97,95,80,78,95,70,92,46,70,99,90,97,86,87,87,90,96,83,94,82,83,99,"NJ","NEW JERSEY",2,62504,0,2,50,1,364,0.4679877,1,9035,"blockgroup",3.14,-74.0154373,40.802918
80,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-73.1105266,%22y%22:44.4115549%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 80</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=44.4115549,-73.1105266"", target=""_blank"">EJScreen Map 80</a>",80,"site 80",-73.1105266,44.4115549,11,10,3,0,5,16,1,11,0.12,0.141,20,0.2,26,1.1e-05,0.23,0.057,0.57,38,6.19,0.22,7,27,7,1,5,19,4,17,0.35,0.0978,20,0.22,210,0.028,0.14,0.18,0.89,37.2,6.15,3.4,81,7,23,73,60,33,14,23,9,82,100,82,31,39,82,26,70,74,56,43,66,9,16,20,54,51,9,45,18,16,16,43,25,23,9,5,5,17,5,24,0.44,0.227,23,0.28,1300,0.4,0.15,0.6,3.8,39.8,6.68,3,41,26,29,47,56,49,14,25,10,30,67,31,11,17,85,8,28,24,29,29,58,33,28,36,62,59,10,60,43,25,26,47,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,22,15,21,45,44,57,13,9,43,23,32,14,15,18,88,5,46,21,5,28,22,25,22,27,40,45,3,43,19,17,22,33,"VT","VERMONT",1,385,0,0,1,0,6,0.2399891,1,9035,"blockgroup",3.14,-73.1105266,44.4115549
81,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-72.2005764,%22y%22:41.7000721%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 81</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=41.7000721,-72.2005764"", target=""_blank"">EJScreen Map 81</a>",81,"site 81",-72.2005764,41.7000721,52,31,17,12,8,13,10,42,0.66,0.132,20,0.2,380,0.0017,0.049,0.072,1.1,41.3,6.58,1.3,33,23,9,5,5,17,6,28,0.44,0.201,23,0.28,600,0.047,0.14,0.56,3,42.8,7.39,3.1,74,73,82,85,79,32,80,74,78,17,67,21,66,60,11,8,29,14,12,51,78,73,74,73,80,84,73,71,72,75,74,78,25,23,9,5,5,17,5,24,0.44,0.227,23,0.28,1300,0.4,0.15,0.6,3.8,39.8,6.68,3,84,72,84,87,80,32,86,82,74,27,67,31,51,63,18,13,37,69,45,53,85,80,82,81,82,87,80,79,80,82,82,83,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,67,55,74,86,71,41,83,65,86,21,32,14,62,54,41,8,57,39,8,51,82,63,63,62,74,78,66,60,71,65,64,72,"CT","CONNECTICUT",1,4177,0,0,10,0,96,0.2739697,1,9035,"blockgroup",3.14,-72.2005764,41.7000721
82,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-86.1468698,%22y%22:39.7440557%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 82</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=39.7440557,-86.1468698"", target=""_blank"">EJScreen Map 82</a>",82,"site 82",-86.1468698,39.7440557,21,53,23,1,7,10,6,37,0.84,0.528,30,0.4,5600,0.27,0.19,5.6,6.2,44,10.1,7.1,21,32,11,2,6,15,5,26,0.34,0.28,23,0.3,540,0.34,0.17,0.82,1.6,44.1,9.2,2.8,66,84,89,71,56,27,72,78,94,97,99,99,99,90,79,99,96,45,96,87,79,77,77,77,17,88,77,81,77,77,77,81,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,59,86,91,66,60,26,69,75,91,92,96,94,98,88,86,99,95,43,84,79,76,75,75,75,15,89,75,80,75,74,74,79,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,37,83,84,51,59,31,65,60,94,89,83,81,98,89,85,99,90,67,84,84,67,60,59,59,11,85,60,70,62,59,59,69,"IN","INDIANA",5,12377,0,2,28,0,380,0.3670005,1,9035,"blockgroup",3.14,-86.1468698,39.7440557
83,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-72.6731193,%22y%22:41.7367537%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 83</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=41.7367537,-72.6731193"", target=""_blank"">EJScreen Map 83</a>",83,"site 83",-72.6731193,41.7367537,86,54,31,20,7,10,12,70,0.72,0.273,30,0.3,460,0.12,0.047,0.77,7.4,41.5,7.48,17,33,23,9,5,5,17,6,28,0.44,0.201,23,0.28,600,0.047,0.14,0.56,3,42.8,7.39,3.1,92,90,95,93,72,21,86,92,85,83,100,100,69,93,7,75,93,27,45,98,97,96,96,95,90,98,86,94,97,95,95,99,25,23,9,5,5,17,5,24,0.44,0.227,23,0.28,1300,0.4,0.15,0.6,3.8,39.8,6.68,3,95,92,96,93,73,21,91,95,81,74,99,91,55,94,16,74,88,73,79,97,98,95,97,96,90,98,91,95,97,97,97,99,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,86,84,91,92,61,29,89,89,89,57,83,47,66,85,40,69,93,42,20,95,98,87,90,86,87,94,82,88,97,90,87,98,"CT","CONNECTICUT",1,26726,0,2,22,1,215,0.3229856,1,9035,"blockgroup",3.14,-72.6731193,41.7367537
84,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-94.671852,%22y%22:39.1127572%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 84</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=39.1127572,-94.671852"", target=""_blank"">EJScreen Map 84</a>",84,"site 84",-94.671852,39.1127572,85,65,35,26,10,6,7,75,0.59,0.396,30,0.4,470,0.007,0.1,2.4,3.2,46.7,8.48,6,24,30,9,3,7,15,4,27,0.35,0.21,25,0.33,250,1.5,0.079,0.99,1.2,45.1,8.02,3.3,97,94,96,98,85,11,82,98,79,95,99,98,86,60,77,89,89,94,85,81,98,99,98,98,97,92,97,98,99,98,98,97,20,30,9,2,6,16,4,25,0.33,0.221,26,0.33,410,2.9,0.1,0.95,1,44.1,8.26,2.5,97,93,97,99,87,8,81,97,79,89,97,92,77,66,71,90,91,83,62,87,98,99,98,98,96,94,96,98,99,98,98,98,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,86,92,94,95,87,10,72,92,82,77,83,81,67,66,66,93,80,83,46,81,95,90,89,89,85,87,88,96,92,91,88,92,"KS","KANSAS",7,10628,0,1,15,1,245,0.3489859,1,9035,"blockgroup",3.14,-94.671852,39.1127572
85,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-77.1348943,%22y%22:38.9287112%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 85</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=38.9287112,-77.1348943"", target=""_blank"">EJScreen Map 85</a>",85,"site 85",-77.1348943,38.9287112,19,4,1,1,6,21,2,11,0.39,0.426,30,0.4,580,0.00081,0.071,0.41,1.5,43.5,8.66,0.63,38,25,10,3,6,15,5,32,0.21,0.238,31,0.36,660,6.2,0.11,0.38,0.65,40.1,7.55,1.8,27,7,8,54,51,78,24,8,82,91,84,95,70,74,56,74,88,99,99,45,3,2,15,11,6,14,15,8,2,13,11,22,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,44,5,7,57,54,74,21,15,62,86,85,95,69,53,45,61,68,75,70,43,8,4,17,11,7,29,24,14,9,16,16,28,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,35,3,6,46,51,78,21,11,70,81,83,81,72,47,55,55,64,62,51,39,4,5,12,10,6,26,16,13,8,14,14,24,"VA","VIRGINIA",3,8459,0,0,11,0,151,0.3019808,1,9035,"blockgroup",3.14,-77.1348943,38.9287112
